year,Unknown,<=12 GB,16 GB,24 GB,32 GB,40-48 GB,64-80 GB,>80 GB
2020,0.0,41.64859002169197,34.490238611713664,9.544468546637743,5.639913232104121,8.676789587852495,0.0,0.0
2021,0.0,30.90418353576248,33.063427800269906,13.630229419703104,10.121457489878543,11.875843454790823,0.2699055330634278,0.1349527665317139
2022,0.0,15.182648401826485,26.71232876712329,16.552511415525114,10.730593607305936,28.08219178082192,2.6255707762557075,0.1141552511415525
2023,0.0927643784786642,6.40074211502783,16.14100185528757,18.645640074211503,8.441558441558442,42.30055658627087,7.699443413729128,0.27829313543599254
2024,0.06944444444444445,2.1527777777777777,6.111111111111111,11.875,3.8194444444444446,51.45833333333333,24.305555555555554,0.20833333333333334
2025,0.4774305555555556,0.7378472222222222,2.3871527777777777,10.32986111111111,2.734375,44.921875,35.76388888888889,2.647569444444444
