scope,papers,min_tflops,q25_tflops,median_tflops,q75_tflops,p90_tflops,p95_tflops,p99_tflops,max_tflops,mean_tflops
overall,6900,4.709,113.8,312.0,1248.0,2496.0,3958.0,19968.0,4313088.0,2448.9362217391304
