scope,papers,min_tflops,q25_tflops,median_tflops,q75_tflops,p90_tflops,p95_tflops,p99_tflops,max_tflops,mean_tflops
overall,6838,4.709,113.8,312.0,1248.0,2496.0,3024.0,9984.0,19968.0,1045.4069508628254
