scope,papers,min_tflops,q25_tflops,median_tflops,q75_tflops,p90_tflops,p95_tflops,p99_tflops,max_tflops,mean_tflops
overall,5505,4.709,125.0,624.0,2496.0,4992.0,7168.0,39936.0,8626176.0,5132.775663033605
