paper_id,year,openalex_work_id,first_author_openalex_id,last_author_openalex_id,author_count_openalex,institution_count_openalex,author_id_coverage,institution_id_coverage,author_history_coverage,institution_history_coverage,author_prior_citations_3y_max_log1p,author_prior_works_3y_mean_log1p,institution_prior_citations_3y_max_log1p,has_code_url,has_model_url,has_data_url,has_public_artifact,history_window_years
2021.emnlp-main.690,2021,W3197365868,A5120392370,A5045081171,9,2,1,1,1,1,8.5527533668147875,3.3081069585961438,14.609770143724472,0,0,0,0,3
2021.emnlp-main.694,2021,W3199020415,A5102917920,A5079840947,3,1,1,1,1,1,6.6883547139467616,2.2686835413183641,7.3349818788718144,0,0,0,0,3
2021.emnlp-main.699,2021,W3153266325,A5084836777,A5065856469,12,4,1,1,1,1,8.3603054358790931,3.5239065356545947,13.219992684135567,0,0,0,0,3
2021.emnlp-main.7,2021,W3196326437,A5013258788,A5100360194,5,1,1,1,1,1,7.9013773537926157,3.9815490680767569,14.043369374919845,0,0,0,0,3
2021.emnlp-main.700,2021,W3153722882,A5101400717,A5072052633,7,4,1,1,1,1,9.9620394394857446,4.1611127386869411,14.751717636158553,0,0,0,0,3
2021.emnlp-main.707,2021,W3134503905,A5101898735,A5100386394,8,2,1,1,1,1,8.6128669414845191,3.7043836406499016,13.555537033399348,0,0,0,0,3
2021.emnlp-main.708,2021,W3200115033,A5000050905,A5059004658,2,2,1,1,1,1,3.6109179126442239,2.0794415416798362,12.09076279901868,1,0,0,1,3
2021.emnlp-main.710,2021,W3156096827,A5076120409,A5018976680,4,3,1,1,1,1,8.5169931714135707,4.1510399058986458,14.203344479491497,0,0,0,0,3
2021.emnlp-main.711,2021,W3196579898,A5101030723,A5100620306,5,2,1,1,1,1,9.5728979790730708,4.7022968967188143,14.572432217856171,0,0,0,0,3
2021.emnlp-main.712,2021,W3205668414,A5060273715,A5052196540,3,1,1,1,1,1,7.2506355118986798,3.7992275112828016,13.454860581183128,1,1,0,1,3
2021.emnlp-main.716,2021,W3212833915,A5083954626,A5036503167,5,1,1,1,1,1,7.2779385729456614,3.5610460826040518,12.501614994906159,0,0,0,0,3
2021.emnlp-main.717,2021,W3212472206,A5047490968,A5071397402,3,3,1,1,1,1,4.9272536851572051,2.367123614131617,12.990715923338328,0,1,0,1,3
2021.emnlp-main.721,2021,W3201132216,A5078223247,A5017159143,6,0,1,0,1,0,6.8772960714974287,3.044522437723423,,1,0,0,1,3
2021.emnlp-main.723,2021,W3198512197,A5100750908,A5033376109,3,1,1,1,1,1,9.3314954935326497,3.93834031374552,11.792245170087131,0,0,0,0,3
2021.emnlp-main.724,2021,W3212760150,A5090522275,A5065775779,4,1,1,1,1,1,4.6347289882296359,1.9095425048844383,13.03548435529177,0,1,0,1,3
2021.emnlp-main.725,2021,W3214076661,A5022376480,A5103033009,2,1,1,1,1,1,5.1474944768134527,2.6741486494265287,14.180363371785775,0,0,0,0,3
2021.emnlp-main.728,2021,W3213180311,A5078126526,A5044841280,3,1,1,1,1,1,7.0884087786753947,3.5648268054439574,12.409776463694158,0,0,1,1,3
2021.emnlp-main.729,2021,W3211924196,A5031799406,A5100404176,4,3,1,1,1,1,8.9682688107764541,4.6001576441645469,13.865024269833736,0,0,0,0,3
2021.emnlp-main.730,2021,W3211752708,A5031799406,A5100404176,2,1,1,1,1,1,8.9682688107764541,5.2094861528414214,13.684287356558498,0,1,0,1,3
2021.emnlp-main.731,2021,W3207431201,A5101659200,A5103213198,5,1,1,1,1,1,7.0255383146385206,3.2503744919275719,12.430199713033735,0,0,0,0,3
2021.emnlp-main.732,2021,W3200924860,A5078220957,A5100693197,4,2,1,1,1,1,8.8262942312413184,3.9415818076696905,14.407918749364519,0,0,0,0,3
2021.emnlp-main.733,2021,W3200255008,A5078220957,A5100693197,3,1,1,1,1,1,8.8262942312413184,4.0193815237486454,14.407918749364519,0,0,0,0,3
2021.emnlp-main.734,2021,W3155750585,A5003334803,A5076094010,2,1,1,1,1,1,7.4211775285953934,2.9444389791664403,13.350029486519515,0,1,0,1,3
2021.emnlp-main.736,2021,W3200001502,A5018156263,A5020020314,2,1,1,1,1,1,5.1761497325738288,3.044522437723423,12.578942245268404,0,0,0,0,3
2021.emnlp-main.737,2021,W3214343901,A5018178902,A5100749735,6,2,1,1,1,1,8.2179782031507322,3.5835189384561099,14.070503102563356,0,1,0,1,3
2021.emnlp-main.738,2021,W3200681734,A5088592279,A5078102229,3,1,1,1,1,1,7.8648040033284596,3.9186675481468152,13.52721096155048,0,1,0,1,3
2021.emnlp-main.739,2021,W3197792581,A5024447363,A5050766679,2,1,1,1,1,1,7.1204443723924884,3.3843902633457743,14.693232588079514,0,0,0,0,3
2021.emnlp-main.740,2021,W3093808828,A5046383980,A5057695979,3,2,1,1,1,1,6.8276292345028518,3.3557350075853982,12.126428608376983,0,1,0,1,3
2021.emnlp-main.742,2021,W3212792865,A5005336295,A5041024491,2,1,1,1,1,1,8.7456028524029463,3.9219733362813134,14.132523979607649,0,1,1,1,3
2021.emnlp-main.743,2021,W3198269165,A5052381890,A5086717154,3,2,1,1,1,1,9.0835292051097962,4.1324963281864768,14.132523979607649,0,0,0,0,3
2021.emnlp-main.745,2021,W3200813295,A5026305513,A5066497689,2,1,1,1,1,1,4.290459441148391,2.7080502011022101,11.590321596625932,0,0,0,0,3
2021.emnlp-main.75,2021,W3211633257,A5060885692,A5009879041,2,1,1,1,1,1,7.3721180283377867,3.1135153092103742,13.503501639354758,0,0,0,0,3
2021.emnlp-main.751,2021,W3201427974,A5005379598,A5046895021,5,2,1,1,1,1,7.020190708311925,2.5176964726109912,13.228543357209675,0,0,0,0,3
2021.emnlp-main.752,2021,W3109409894,A5030183493,A5063212818,6,5,1,1,1,1,9.9620394394857446,3.8985999850960056,14.751717636158553,1,0,0,1,3
2021.emnlp-main.755,2021,W3152740956,A5106307747,A5107835063,9,2,1,1,1,1,7.7761154770987417,3.1257854018021889,13.929641599868544,0,0,0,0,3
2021.emnlp-main.756,2021,W3213325056,A5100767050,A5019928111,4,4,1,1,1,1,7.7142311448490846,3.8763958277849948,13.6883621790661,1,1,0,1,3
2021.emnlp-main.760,2021,W3211489592,A5031774490,A5101671512,6,2,1,1,1,1,7.8493238180405607,3.3262343431887,15.047169246667011,0,0,0,0,3
2021.emnlp-main.761,2021,W3197984001,A5087916717,A5100727084,3,1,1,1,1,1,8.065265208897733,3.1060803307228562,13.8367405973954,0,0,0,0,3
2021.emnlp-main.764,2021,W3213739863,A5100604886,A5102012403,6,3,1,1,1,1,7.5016344578834131,3.0040310763686859,15.686497633530244,0,1,0,1,3
2021.emnlp-main.765,2021,W3199907694,A5100358009,A5100559702,4,1,1,1,1,1,7.5131635452340753,3.6243409329763652,14.043369374919845,0,0,0,0,3
2021.emnlp-main.768,2021,W3214447639,A5100373451,A5100343699,6,3,1,1,1,1,7.1380730340443472,3.1986731175506811,11.213170811284176,0,1,0,1,3
2021.emnlp-main.770,2021,W3214495016,A5072958179,A5074799043,5,2,1,1,1,1,9.2176138559426803,4.1009891049407692,14.751717636158553,0,0,0,0,3
2021.emnlp-main.771,2021,W3201947062,A5101946453,A5036786337,7,2,1,1,1,1,9.4497508957542635,4.2257904483556024,13.556159349680554,0,0,0,0,3
2021.emnlp-main.772,2021,W3212100893,A5070514010,A5100435494,3,2,1,1,1,1,8.3889051711147058,4.1896547420264252,11.171251723949551,0,0,0,0,3
2021.emnlp-main.773,2021,W3211772574,A5067002890,A5002795838,5,4,1,1,1,1,7.7253300379171348,3.5438536820636788,14.572432217856171,0,0,0,0,3
2021.emnlp-main.775,2021,W3197394194,A5058891617,A5010165733,3,2,1,1,1,1,6.5944134597497781,2.9444389791664403,14.203344479491497,0,0,0,0,3
2021.emnlp-main.777,2021,W3209562714,A5101434323,A5029998682,6,3,1,1,1,1,8.1820001362934054,3.7954891891721942,15.686497633530244,0,0,0,0,3
2021.emnlp-main.779,2021,W3200285169,A5072325974,A5010465328,3,2,1,1,1,1,6.1025585946135692,2.0794415416798362,14.798076177618547,1,1,0,1,3
2021.emnlp-main.78,2021,W3206770993,A5071449123,A5022042633,7,2,1,1,1,1,5.3278761687895813,2.2129729343043585,13.090961457664784,0,0,0,0,3
2021.emnlp-main.780,2021,W3202538305,A5066721195,A5091879812,2,2,1,1,1,1,6.0473721790462776,6.3403593037277517,13.636471208828782,1,0,0,1,3
2021.emnlp-main.783,2021,W3200244020,A5022970868,A5032121234,3,1,1,1,1,1,6.4754327167040904,2.6855773452501515,13.533316067819772,0,0,0,0,3
2021.emnlp-main.786,2021,W3207512843,A5078451082,A5100323037,6,3,1,1,1,1,8.064321960910803,3.2834143460057721,13.673806430768598,0,0,0,0,3
2021.emnlp-main.787,2021,W3199860868,A5101896335,A5054771988,4,1,1,1,1,1,7.2363393427543441,3.9464244321454784,13.090961457664784,0,0,0,0,3
2021.emnlp-main.79,2021,W3212963155,A5021979625,A5066756066,6,3,1,1,1,1,7.1623974973557178,3.068052935133617,14.203344479491497,1,0,0,1,3
2021.emnlp-main.791,2021,W3213666649,A5090184412,A5013167864,6,1,1,1,1,1,4.7184988712950942,1.2527629684953681,4.8751973232011512,0,0,0,0,3
2021.emnlp-main.795,2021,W3213250243,A5056630216,A5083712311,5,2,1,1,1,1,7.8536048130978369,3.7424202210419661,12.74007754224357,0,0,0,0,3
2021.emnlp-main.796,2021,W3213774132,A5070790691,A5004953265,5,3,1,1,1,1,7.9686657004662349,3.5945687746426951,13.854184968075064,0,0,0,0,3
2021.emnlp-main.8,2021,W3204515301,A5003055263,A5014190404,2,1,1,1,1,1,6.4457198193855785,3.7013019741124928,10.530575055586564,0,0,0,0,3
2021.emnlp-main.800,2021,W3128424785,A5024983536,A5037310413,4,5,1,1,1,1,9.5965547004922094,4.6728288344619058,14.693232588079514,0,1,0,1,3
2021.emnlp-main.804,2021,W3093530468,A5079108871,A5088517824,3,3,1,1,1,1,9.4834162920385996,4.1484117834923762,14.704432148538643,0,0,0,0,3
2021.emnlp-main.808,2021,W3118560954,A5041591669,A5032046813,5,4,1,1,1,1,9.1697266890908864,4.28771595520264,14.180363371785775,0,0,0,0,3
2021.emnlp-main.809,2021,W3201138096,A5068089852,A5108373424,4,3,1,1,1,1,6.1136821798322316,2.19722457733622,14.333075620608405,0,1,0,1,3
2021.emnlp-main.810,2021,W3199289866,A5100770786,A5019539533,7,1,1,1,1,1,8.7960363152008139,4.2982567516084229,13.88121683451002,0,1,0,1,3
2021.emnlp-main.811,2021,W3202859264,A5101686334,A5087419620,5,2,1,1,1,1,5.3659760150218512,2.7212954278522306,11.314694014352236,0,0,0,0,3
2021.emnlp-main.812,2021,W3082429057,A5052978505,A5085302513,6,3,1,1,1,1,9.5117034314838271,3.8985999850960056,13.459334061208674,0,0,0,0,3
2021.emnlp-main.816,2021,W3202927293,A5064059414,A5015746458,3,5,0.75,1,1,1,4.4659081186545837,2.427748235948052,15.491665928427835,0,0,0,0,3
2021.emnlp-main.817,2021,W3198402388,A5028524484,A5071189599,3,5,0.75,1,1,1,6.3080984415095305,3.6635616461296463,15.491665928427835,0,0,0,0,3
2021.emnlp-main.818,2021,W3202415077,A5026154387,A5010165733,6,1,1,1,1,1,6.5944134597497781,3.2255203675868693,7.8312202146042926,0,0,0,0,3
2021.emnlp-main.819,2021,W3211511509,A5081462507,A5023802054,4,2,1,1,1,1,8.3148321792845561,4.359908829420263,13.219992684135567,0,1,0,1,3
2021.emnlp-main.82,2021,W3132454892,A5100349352,A5089920000,3,1,1,1,1,1,8.0599083345782763,3.4122472178487402,14.001007069251871,0,0,0,0,3
2021.emnlp-main.821,2021,W3209039755,,,0,4,0,1,0,1,,,12.479878892446306,0,0,1,1,3
2021.emnlp-main.822,2021,W3204854750,A5044586461,A5067301751,5,2,1,1,1,1,6.3952615981154493,3.3534067178258069,11.610233647437228,0,0,0,0,3
2021.emnlp-main.825,2021,W3153243053,A5019810499,A5030874155,2,1,1,1,1,1,5.9242557974145322,4.4188406077965983,11.669963401229683,0,0,0,0,3
2021.emnlp-main.828,2021,W3197762246,A5115604287,A5115604287,1,1,1,1,1,1,4.4773368144782069,2.8903717578961645,14.572432217856171,0,0,0,0,3
2021.emnlp-main.83,2021,W3198859314,A5006329390,A5064335115,4,0,1,0,1,0,6.9460139910992273,3.3672958299864741,,1,0,0,1,3
2021.emnlp-main.830,2021,W3139537596,A5002654756,A5088517824,9,1,1,1,1,1,9.4834162920385996,3.9448128282511368,12.164286644838576,0,0,0,0,3
2021.emnlp-main.831,2021,W3155183406,A5081126295,A5024311574,3,3,1,1,1,1,10.274188668207952,3.0602707946915619,13.52721096155048,0,1,0,1,3
2021.emnlp-main.833,2021,W3199243620,A5065822589,A5103085805,3,0,1,0,1,0,6.9985096422506015,3.5361166995615263,,0,1,0,1,3
2021.emnlp-main.834,2021,W3202780679,A5002216196,A5091397822,3,2,1,1,1,1,4.9199809258281251,1.3862943611198906,14.001007069251871,0,0,0,0,3
2021.emnlp-main.837,2021,W3037545792,A5067773841,A5078102229,2,1,1,1,1,1,7.8648040033284596,4.3174881135363101,13.52721096155048,0,0,0,0,3
2021.emnlp-main.838,2021,W3212856952,A5009367143,A5057957982,3,1,1,1,1,1,6.1333980429966486,1.9459101490553128,12.101833722873918,0,0,0,0,3
2021.emnlp-main.839,2021,W3206351511,A5100730856,A5101752081,7,3,1,1,1,1,7.5016344578834131,2.807680042051051,15.686497633530244,0,0,0,0,3
2021.emnlp-main.841,2021,W3201400630,A5017183605,A5041254552,3,4,1,1,1,1,6.4907235345025072,2.3978952727983707,14.180363371785775,0,0,0,0,3
2021.emnlp-main.842,2021,W3211159667,A5103072904,A5103451559,3,2,1,1,1,1,7.5164333029156323,3.4231762883809305,14.132523979607649,1,0,0,1,3
2021.emnlp-main.843,2021,W3197392012,A5037979712,A5045872048,3,2,1,1,1,1,7.9006366130180048,3.3672958299864741,13.52721096155048,0,0,0,0,3
2021.emnlp-main.845,2021,W3196421581,A5091326079,A5018976680,2,1,1,1,1,1,7.1716568227685142,3.737669618283368,14.203344479491497,0,0,0,0,3
2021.emnlp-main.846,2021,W3201254286,A5102969690,A5082767919,3,1,1,1,1,1,8.1656479252975043,2.9444389791664403,13.180615304252049,0,0,0,0,3
2021.emnlp-main.86,2021,W3211877116,A5005572782,A5016892586,6,4,1,1,1,1,8.3809151731236096,4.1324963281864768,14.138414010734609,0,0,0,0,3
2021.emnlp-main.87,2021,W3202597539,A5001787620,A5038456766,3,1,1,1,1,1,6.0799331950955899,3.1780538303479458,14.132523979607649,0,0,0,0,3
2021.emnlp-main.9,2021,W3214464111,A5100378893,A5048086055,3,2,1,1,1,1,7.6553906448261522,4.0604430105464191,13.556159349680554,0,0,0,0,3
2021.emnlp-main.90,2021,W3201242969,A5046230981,A5032801642,3,1,1,1,1,1,5.6167710976665717,2.5389738710582761,12.449908624229456,0,0,0,0,3
2021.emnlp-main.92,2021,W3198490223,A5025171334,A5047151336,5,1,1,1,1,1,7.5913570466985512,3.1354942159291497,12.779577250059717,0,0,0,0,3
2021.emnlp-main.93,2021,W3213937552,A5041680406,A5055236937,4,2,1,1,1,1,6.8211074722564646,3.1023420086122493,13.271126427124347,0,1,0,1,3
2021.emnlp-main.94,2021,W3201244947,A5100329692,A5019426968,6,3,1,1,1,1,9.9501802805281105,4.2972854062187906,14.751717636158553,0,0,0,0,3
2021.emnlp-main.95,2021,W3212766995,A5066720399,A5100440407,8,2,1,1,1,1,8.9472858693491322,4.1647253589839002,14.494097247192832,1,0,0,1,3
2021.emnlp-main.96,2021,W3212887696,A5081071882,A5048864545,3,1,1,1,1,1,6.3526293963195668,2.9087208965643612,13.596626671382763,0,0,0,0,3
2021.emnlp-main.99,2021,W3200218906,A5073571802,A5090592819,4,2,1,1,1,1,9.0066317333005799,4.5849674786705723,14.094421778703808,0,0,0,0,3
2021.naacl-main.1,2021,W3166974735,A5000564610,A5004750246,4,2,1,1,1,1,8.4062616307089559,3.755369195382769,14.180428633746612,0,0,0,0,3
2021.naacl-main.100,2021,W3166035055,A5088004913,A5066873932,4,1,1,1,1,1,7.9648508874473132,3.2484346271097451,14.704432148538643,0,0,0,0,3
2021.naacl-main.103,2021,W3093923671,,,0,0,0,0,0,0,,,,0,0,0,0,3
2021.naacl-main.104,2021,W3168251909,A5029412655,A5060691179,6,1,1,1,1,1,6.0137151560428022,2.7300291078209851,13.180615304252049,0,0,0,0,3
2021.naacl-main.108,2021,W3170488153,A5040331608,A5087096372,3,1,1,1,1,1,9.0336031934761287,3.7216692769369271,14.406502081815304,0,0,0,0,3
2021.naacl-main.111,2021,W3169613483,A5112469098,A5037305197,5,5,1,1,1,1,7.8991534833430972,3.2580965380214821,14.639514494996252,0,0,0,0,3
2021.naacl-main.112,2021,W3170490008,A5068003633,A5101603360,5,2,1,1,1,1,6.9373140812236818,2.6100697927420065,14.639514494996252,0,0,0,0,3
2021.naacl-main.116,2021,W3171038510,A5025128323,A5103119755,3,1,1,1,1,1,7.4012312644130152,3.5553480614894131,11.792759320578208,0,0,0,0,3
2021.naacl-main.121,2021,W3167986947,A5110803611,A5100664729,4,1,1,1,1,1,7.6657534318616989,3.4499875458315872,13.823078846084186,0,0,0,0,3
2021.naacl-main.125,2021,W3168185198,A5101983042,A5078530959,2,1,1,1,1,1,7.4030610910900911,3.5263605246161616,14.460537824686842,0,0,0,0,3
2021.naacl-main.128,2021,W3164949516,A5112427900,A5100418684,4,3,1,1,1,1,8.3421252633335907,4.1510399058986458,14.070503102563356,0,0,0,0,3
2021.naacl-main.129,2021,W3159682551,A5015470472,A5067235438,4,1,1,1,1,1,7.108244139731541,3.6109179126442239,13.906320627443677,1,0,0,1,3
2021.naacl-main.130,2021,W3155017643,A5025458684,A5089539629,3,1,1,1,1,1,7.6797136399663719,3.4863551900024623,13.503501639354758,0,0,0,0,3
2021.naacl-main.136,2021,W3171291687,A5108692923,A5100386394,7,1,1,1,1,1,8.6128669414845191,3.7578723256008879,11.171251723949551,1,1,0,1,3
2021.naacl-main.137,2021,W3170962005,A5100986085,A5037132097,5,2,1,1,1,1,8.5842909349487311,3.9889840465642745,14.572432217856171,1,1,0,1,3
2021.naacl-main.138,2021,W3155600250,A5008161413,A5050801868,4,4,1,1,1,1,8.2761402195584601,3.5189804173185388,14.798076177618547,0,0,0,0,3
2021.naacl-main.141,2021,W3157532814,A5034672439,A5065423554,7,3,1,1,1,1,8.2524460902469521,3.1354942159291497,13.887011348657875,0,0,0,0,3
2021.naacl-main.154,2021,W3097224945,A5112009475,A5050325468,3,2,1,1,1,1,6.3699009828282271,2.5123056239761148,14.930877696916149,1,1,0,1,3
2021.naacl-main.161,2021,W3171397222,A5060320196,A5036737229,4,6,1,1,1,1,7.9200831990532343,3.2580965380214821,14.310604281769566,0,1,0,1,3
2021.naacl-main.168,2021,W3138392969,A5015473787,A5029531416,3,2,1,1,1,1,5.7493929859082531,2.6855773452501515,11.843322139829546,0,0,0,0,3
2021.naacl-main.175,2021,W3170520002,A5034063623,A5103085805,3,1,1,1,1,1,6.9985096422506015,3.4657359027997265,14.460537824686842,0,0,0,0,3
2021.naacl-main.178,2021,W3167565780,A5022489629,A5046126345,2,1,1,1,1,1,7.1747243098363764,2.8903717578961645,14.639514494996252,0,0,0,0,3
2021.naacl-main.181,2021,W3158913126,A5068228021,A5108104297,5,3,1,1,1,1,7.668093709082406,3.5322256440685602,14.693232588079514,0,0,0,0,3
2021.naacl-main.185,2021,W3085177480,A5076269589,A5071144367,2,2,1,1,1,1,7.5714736488512706,4.4367515343631281,13.944707319635263,0,1,0,1,3
2021.naacl-main.191,2021,W3168584517,A5032463780,A5084505122,3,1,1,1,1,1,7.301147805856032,3.737669618283368,11.377174467988334,0,1,0,1,3
2021.naacl-main.193,2021,W3167366812,A5022885986,A5001987532,3,1,1,1,1,1,9.1697266890908864,4.0887735171726449,14.180363371785775,0,1,0,1,3
2021.naacl-main.195,2021,W3171927989,A5063149046,A5107836252,6,3,1,1,1,1,9.0066317333005799,4.3588432992182247,14.89913542759076,1,0,0,1,3
2021.naacl-main.196,2021,W3142774842,A5003277454,A5080385311,3,3,1,1,1,1,7.6708948313621166,3.1640675883732059,13.858466593797717,0,1,0,1,3
2021.naacl-main.197,2021,W3162711154,A5039811894,A5088832285,9,5,1,1,1,1,6.3851943989977258,3.0497994948242666,13.846635124048849,0,0,0,0,3
2021.naacl-main.205,2021,W3153986565,A5047594082,A5107835063,5,2,1,1,1,1,7.6957579905547613,3.1000922888782338,13.180615304252049,0,0,0,0,3
2021.naacl-main.211,2021,W3170092793,A5103968040,A5087096372,4,2,1,1,1,1,9.0336031934761287,3.9843436670077721,14.406502081815304,0,0,0,0,3
2021.naacl-main.212,2021,W3168428105,A5103489156,A5044205212,5,2,1,1,1,1,7.2868764117506997,3.2657594107670511,10.307618437631156,0,1,0,1,3
2021.naacl-main.220,2021,W3170014162,A5042749062,A5032046813,4,3,1,1,1,1,9.0382463353376643,4.1510399058986458,14.132523979607649,0,0,0,0,3
2021.naacl-main.226,2021,W3168046227,A5024996988,A5054846379,4,2,1,1,1,1,5.6629604801359461,2.374905754573672,12.133399796939983,0,0,0,0,3
2021.naacl-main.227,2021,W3093191103,A5101927521,A5053327738,2,2,1,1,1,1,6.4345465187874531,3.4499875458315872,13.630316479427281,1,0,0,1,3
2021.naacl-main.230,2021,W3169971770,A5032728613,A5109565051,3,1,1,1,1,1,6.5250296578434623,3.3672958299864741,14.352385726929567,0,0,0,0,3
2021.naacl-main.254,2021,W3152175901,A5070984529,A5051992568,6,5,1,1,1,1,7.399398083331354,3.2516656476911918,13.858466593797717,1,0,0,1,3
2021.naacl-main.256,2021,W3172413486,A5059930218,A5038106045,4,1,1,1,1,1,8.8462091273609964,3.5336865647082343,13.823494600503349,0,0,0,0,3
2021.naacl-main.264,2021,W3093755178,A5045402928,A5014866912,2,2,1,1,1,1,8.046869510959576,4.3820266346738812,14.693232588079514,0,0,0,0,3
2021.naacl-main.268,2021,W3167049841,A5023924528,A5008748003,3,2,1,1,1,1,8.6271232507884328,3.218875824868201,13.155974153475547,0,0,0,0,3
2021.naacl-main.270,2021,W3158303960,A5034223343,A5082767919,4,3,1,1,1,1,8.1656479252975043,2.6741486494265287,13.180615304252049,0,0,0,0,3
2021.naacl-main.271,2021,W3159084885,A5100777701,A5086674741,4,2,1,1,1,1,8.3375879421165102,3.9655637723561759,11.792245170087131,0,0,0,0,3
2021.naacl-main.276,2021,W3158172841,,,0,0,0,0,0,0,,,,0,0,0,0,3
2021.naacl-main.285,2021,W3168851777,A5068755696,A5100435494,3,2,1,1,1,1,8.3889051711147058,4.1845914400698794,10.766989134947066,0,0,0,0,3
2021.naacl-main.30,2021,W3167860749,A5082423019,A5026648049,3,1,1,1,1,1,7.1623974973557178,2.8903717578961645,13.726051825004255,1,0,0,1,3
2021.naacl-main.303,2021,W3168747821,A5047867068,A5073812421,3,1,1,1,1,1,7.329093736246592,3.5263605246161616,12.430199713033735,0,0,0,0,3
2021.naacl-main.305,2021,W3169618399,A5100393899,A5010841999,5,0,1,0,1,0,9.1806025537122284,4.3770140928503372,,1,0,0,1,3
2021.naacl-main.306,2021,W3170967211,A5101511644,A5085302513,7,1,1,1,1,1,6.3885614055456301,2.8743714165497241,13.459334061208674,0,0,0,0,3
2021.naacl-main.31,2021,W3170956458,A5056508457,A5026648049,3,1,1,1,1,1,7.1623974973557178,2.8332133440562162,13.726051825004255,1,0,0,1,3
2021.naacl-main.312,2021,W3169145812,A5100343820,A5100701574,6,3,1,1,1,1,8.0768260312988076,3.8029519103737841,14.494097247192832,0,0,0,0,3
2021.naacl-main.313,2021,W3168577192,A5017289292,A5100365484,6,3,1,1,1,1,8.4461267429823774,3.8465952001056909,13.865024269833736,0,1,0,1,3
2021.naacl-main.314,2021,W3167942460,A5018412136,A5068447696,4,3,1,1,1,1,7.7719102564357634,3.4420193761824107,14.015515668337439,0,0,0,0,3
2021.naacl-main.319,2021,W3094525345,A5037374629,A5100720085,4,2,1,1,1,1,7.2619270927027513,3.4011973816621555,14.406502081815304,0,0,0,0,3
2021.naacl-main.323,2021,W3094245163,A5065744065,A5109398524,5,3,1,1,1,1,8.5610186709562672,3.2347491740244907,14.930877696916149,0,0,0,0,3
2021.naacl-main.33,2021,W3169423864,A5042749062,A5086717154,3,2,1,1,1,1,9.0835292051097962,4.2532458448079566,14.132523979607649,0,0,0,0,3
2021.naacl-main.336,2021,W3168921656,A5021070482,A5030248499,4,3,1,1,1,1,8.0573774885579912,3.784189633918261,14.751717636158553,0,1,0,1,3
2021.naacl-main.34,2021,W3023621444,A5102938398,A5027450194,3,1,1,1,1,1,9.5965547004922094,4.3903254374885767,12.360821717713581,0,1,0,1,3
2021.naacl-main.340,2021,W3153255730,A5069912951,A5021827617,4,2,1,1,1,1,8.8479347533284649,3.6441435602725449,14.518005412568725,0,0,0,0,3
2021.naacl-main.343,2021,W3172492789,A5051696916,A5030248499,6,3,1,1,1,1,8.0573774885579912,3.4709307196768302,14.406502081815304,0,0,0,0,3
2021.naacl-main.346,2021,W3171899052,A5049904411,A5102992157,4,3,1,1,1,1,9.4223016338878232,4.0647440924458103,14.930877696916149,0,0,0,0,3
2021.naacl-main.357,2021,W3163360376,A5055755559,A5046253607,5,1,1,1,1,1,7.7702232041587855,2.3978952727983707,12.98886169862406,0,0,0,0,3
2021.naacl-main.365,2021,W3161820423,A5029074038,A5035088083,6,2,1,1,1,1,9.4834162920385996,4.0831712616239759,14.704432148538643,0,0,0,0,3
2021.naacl-main.367,2021,W3169300860,A5045589259,A5023268703,6,0,1,0,1,0,6.2045577625686903,2.8233610476132047,,0,0,0,0,3
2021.naacl-main.368,2021,W3166933661,A5100767050,A5019928111,4,3,1,1,1,1,7.7142311448490846,3.8763958277849948,13.823494600503349,1,0,0,1,3
2021.naacl-main.37,2021,W3170806096,A5026461299,A5052900932,24,5,1,1,1,1,9.1039793559847713,3.3440389678222067,14.333075620608405,1,0,0,1,3
2021.naacl-main.373,2021,W3156898512,A5101975391,A5004921249,3,1,1,1,1,1,8.3490111981760027,4.0371861483821521,14.475165585791974,0,1,0,1,3
2021.naacl-main.374,2021,W3092463363,A5060135294,A5056541993,2,1,1,1,1,1,5.3278761687895813,3.0910424533583161,11.681105838209152,0,0,0,0,3
2021.naacl-main.38,2021,W3093721400,A5079873734,A5010519567,4,6,1,1,1,1,7.8220440081856193,3.657130755799356,14.347084244314564,0,1,0,1,3
2021.naacl-main.380,2021,W3168690788,A5075564427,A5079131136,5,3,1,1,1,1,9.1697266890908864,3.520460802488973,14.180363371785775,0,0,0,0,3
2021.naacl-main.381,2021,W3168784392,A5101705761,A5114910293,10,4,1,1,1,1,9.5117034314838271,3.7819143200811256,14.754080064635756,1,0,0,1,3
2021.naacl-main.390,2021,W3166002735,A5073987239,A5112862689,2,1,1,1,1,1,6.6795991858443831,2.19722457733622,13.994679650961668,0,0,0,0,3
2021.naacl-main.393,2021,W3134521268,A5078893115,A5082767919,3,2,1,1,1,1,8.1656479252975043,3.120895416507997,13.573672090615171,0,0,0,0,3
2021.naacl-main.394,2021,W3135119853,A5021070482,A5043262011,3,2,1,1,1,1,6.5250296578434623,3.3557350075853982,14.352385726929567,0,0,0,0,3
2021.naacl-main.407,2021,W3172041450,A5027122116,A5082767919,2,1,1,1,1,1,8.1656479252975043,3.3141860046725258,13.180615304252049,0,1,0,1,3
2021.naacl-main.413,2021,W3166065309,A5102897482,A5016448581,6,1,1,1,1,1,8.8833629169167594,4.3820266346738812,14.06715526503047,0,0,0,0,3
2021.naacl-main.415,2021,W3160438570,A5114114071,A5111560316,5,1,1,1,1,1,5.0814043649844631,1.33500106673234,14.754080064635756,0,0,0,0,3
