model,model_family,term,term_label,outcome,sample,nobs,r_squared,adj_r_squared,coef,std_err,p_value,ci_low,ci_high,percent_change,percent_change_ci_low,percent_change_ci_high,formula,cov_type
M1,main_one_focal_fe,Company_i,Company,log10_max_tflops_lb1,lb1_gfimp_max_row,6895,0.2688847086719506,0.26504683312692146,0.2686852180166999,0.015502639679709886,2.7176556127437422e-67,0.238300602579167,0.2990698334542329,85.64583834509718,73.10140885905435,99.09934599617351,log10_max_tflops_lb1 ~ Company_i + C(year_fe) + C(topic_fe) + C(venue_fe),HC3
M2,main_one_focal_fe,IndustryAcademia_i,Industry-academia,log10_max_tflops_lb1,lb1_gfimp_max_row,6895,0.25246418451154284,0.24854011198929382,0.19507285231002508,0.016033581960312206,4.686552861148164e-34,0.16364760912464205,0.2264980954954081,56.70139125192757,45.763104393238166,68.46050392865249,log10_max_tflops_lb1 ~ IndustryAcademia_i + C(year_fe) + C(topic_fe) + C(venue_fe),HC3
M3,main_one_focal_fe,CrossSector_i,Cross-sector,log10_max_tflops_lb1,lb1_gfimp_max_row,6895,0.24902409183556862,0.24508196108404934,0.16376726986543536,0.014969805190563117,7.433117604242835e-28,0.1344269908363509,0.1931075488945198,45.80327189456514,36.27838896066906,55.99387589837059,log10_max_tflops_lb1 ~ CrossSector_i + C(year_fe) + C(topic_fe) + C(venue_fe),HC3
M4,main_one_focal_fe,International_i,International,log10_max_tflops_lb1,lb1_gfimp_max_row,6895,0.2360776926466871,0.23206760179443875,0.025152935308828756,0.015662294213373614,0.10828385928760967,-0.005544597264653624,0.055850467882311135,5.962680342047011,-1.26857557681882,13.723565631395784,log10_max_tflops_lb1 ~ International_i + C(year_fe) + C(topic_fe) + C(venue_fe),HC3
M5,main_one_focal_fe,log1p_nOrganizations_i,log(1+n organizations),log10_max_tflops_lb1,lb1_gfimp_max_row,6895,0.24066588484885265,0.23667987899504095,0.13667183230952645,0.02068947451200554,3.952084844163751e-11,0.09612120740693618,0.1772224572121167,36.984627252476045,24.773169555219887,50.39121127074693,log10_max_tflops_lb1 ~ log1p_nOrganizations_i + C(year_fe) + C(topic_fe) + C(venue_fe),HC3
