model,nobs,beta,se,p,pct_effect_10x,pct_effect_100x,pct_effect_1000x,iqr_log10_compute,pct_effect_iqr,std_beta,partial_r2
ols_7,2194,0.17186529925051963,0.04913678040147309,0.000469303648083303,0.18751786289393357,0.4101986746921753,0.6746361164263095,0.9030899869919438,0.16790299749176474,0.07705217895177816,0.005655350607299913
