compute_var,team_control,nobs,coef,se,p,pct_per_10x
log10_max_compute,group,3155,0.17838179901514212,0.034375853935616145,2.1124506837446603e-07,0.19528159146193413
log10_max_compute,continuous,3155,0.15710726697557512,0.03412810881240399,4.155358672994218e-06,0.17012112252319778
log10_compute,group,3155,0.17535006900828626,0.034059546675075346,2.6280418174261255e-07,0.19166330799515618
log10_compute,continuous,3155,0.15474719725006733,0.03377856848281176,4.622618187552262e-06,0.16736281127049368
