scope,papers,min_tflops,q25_tflops,median_tflops,q75_tflops,p90_tflops,p95_tflops,p99_tflops,max_tflops,mean_tflops
overall,5454,4.709,116.1,624.0,2496.0,4992.0,6048.0,19968.0,39936.0,2171.5946507150716
