paper_id,year,venue,n_reported_gpu_rows,n_unique_benchmark_gpus,reported_gpu_units,reported_peak_tflops
2020.acl-main.119,2020,ACL,1,1,1.0,22.0
2020.acl-main.121,2020,ACL,1,1,1.0,12.15
2020.acl-main.125,2020,ACL,1,1,4.0,47.04
2020.acl-main.133,2020,ACL,1,1,1.0,19.05
2020.acl-main.144,2020,ACL,1,1,1.0,19.05
2020.acl-main.145,2020,ACL,1,1,4.0,35.492
2020.acl-main.149,2020,ACL,1,1,16.0,304.8
2020.acl-main.156,2020,ACL,1,1,4.0,45.36
2020.acl-main.167,2020,ACL,1,1,1.0,112.0
2020.acl-main.171,2020,ACL,1,1,4.0,448.0
2020.acl-main.202,2020,ACL,1,1,1.0,19.05
2020.acl-main.204,2020,ACL,1,1,1.0,19.05
2020.acl-main.207,2020,ACL,1,1,1.0,29.8
2020.acl-main.215,2020,ACL,1,1,1.0,11.34
2020.acl-main.220,2020,ACL,1,1,8.0,53.528
2020.acl-main.222,2020,ACL,1,1,64.0,7168.0
2020.acl-main.227,2020,ACL,1,1,1.0,19.05
2020.acl-main.23,2020,ACL,1,1,1.0,8.873
2020.acl-main.235,2020,ACL,1,1,1.0,112.0
2020.acl-main.24,2020,ACL,1,1,56.0,6272.0
2020.acl-main.247,2020,ACL,1,1,16.0,304.8
2020.acl-main.253,2020,ACL,1,1,128.0,14336.0
2020.acl-main.254,2020,ACL,1,1,1.0,6.691
2020.acl-main.277,2020,ACL,1,1,1.0,11.76
2020.acl-main.299,2020,ACL,1,1,1.0,12.15
2020.acl-main.301,2020,ACL,1,1,1.0,11.34
2020.acl-main.302,2020,ACL,1,1,1.0,11.34
2020.acl-main.319,2020,ACL,1,1,1.0,11.34
2020.acl-main.322,2020,ACL,1,1,1.0,29.8
2020.acl-main.323,2020,ACL,1,1,2.0,22.68
2020.acl-main.324,2020,ACL,1,1,8.0,896.0
2020.acl-main.340,2020,ACL,1,1,1.0,11.34
2020.acl-main.344,2020,ACL,1,1,4.0,47.04
2020.acl-main.350,2020,ACL,1,1,2.0,224.0
2020.acl-main.36,2020,ACL,2,1,9.0,90.72
2020.acl-main.368,2020,ACL,1,1,1.0,11.34
2020.acl-main.37,2020,ACL,1,1,2.0,22.68
2020.acl-main.370,2020,ACL,1,1,1.0,19.05
2020.acl-main.38,2020,ACL,1,1,2.0,22.68
2020.acl-main.40,2020,ACL,1,1,8.0,152.4
2020.acl-main.451,2020,ACL,1,1,1.0,19.05
2020.acl-main.460,2020,ACL,2,1,2.0,6.691
2020.acl-main.469,2020,ACL,1,1,4.0,448.0
2020.acl-main.471,2020,ACL,1,1,1.0,29.8
2020.acl-main.504,2020,ACL,1,1,8.0,896.0
2020.acl-main.510,2020,ACL,1,1,1.0,6.832
2020.acl-main.522,2020,ACL,1,1,1.0,112.0
2020.acl-main.536,2020,ACL,1,1,8.0,896.0
2020.acl-main.539,2020,ACL,1,1,4.0,47.04
2020.acl-main.552,2020,ACL,1,1,8.0,896.0
2020.acl-main.555,2020,ACL,1,1,4.0,448.0
2020.acl-main.586,2020,ACL,1,1,8.0,896.0
2020.acl-main.593,2020,ACL,1,1,1.0,32.62
2020.acl-main.599,2020,ACL,1,1,4.0,47.04
2020.acl-main.604,2020,ACL,2,2,5.0,47.04
2020.acl-main.616,2020,ACL,1,1,1.0,12.15
2020.acl-main.625,2020,ACL,2,2,8.0,448.0
2020.acl-main.638,2020,ACL,1,1,1.0,19.05
2020.acl-main.640,2020,ACL,1,1,1.0,11.34
2020.acl-main.665,2020,ACL,1,1,2.0,22.68
2020.acl-main.705,2020,ACL,2,1,5.0,448.0
2020.acl-main.718,2020,ACL,1,1,1.0,11.34
2020.acl-main.731,2020,ACL,1,1,4.0,48.6
2020.acl-main.745,2020,ACL,1,1,128.0,14336.0
2020.acl-main.753,2020,ACL,1,1,8.0,896.0
2020.acl-main.9,2020,ACL,1,1,8.0,896.0
2020.emnlp-main.10,2020,EMNLP,1,1,4.0,2496.0
2020.emnlp-main.105,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.11,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.110,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.111,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.114,2020,EMNLP,2,1,3.0,38.1
2020.emnlp-main.117,2020,EMNLP,2,1,4.0,36.45
2020.emnlp-main.120,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.121,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.125,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.130,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.132,2020,EMNLP,1,1,1.0,65.1299999999999
2020.emnlp-main.136,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.140,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.145,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.15,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.150,2020,EMNLP,2,1,5.0,448.0
2020.emnlp-main.152,2020,EMNLP,1,1,1.0,11.76
2020.emnlp-main.154,2020,EMNLP,1,1,1.0,29.8
2020.emnlp-main.155,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.16,2020,EMNLP,1,1,1.0,29.8
2020.emnlp-main.160,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.161,2020,EMNLP,1,1,16.0,1792.0
2020.emnlp-main.162,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.166,2020,EMNLP,1,1,1.0,11.76
2020.emnlp-main.17,2020,EMNLP,5,2,8.0,45.36
2020.emnlp-main.175,2020,EMNLP,1,1,4.0,48.6
2020.emnlp-main.176,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.179,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.18,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.187,2020,EMNLP,1,1,4.0,76.2
2020.emnlp-main.188,2020,EMNLP,1,1,2.0,16.252
2020.emnlp-main.19,2020,EMNLP,2,1,2.0,112.0
2020.emnlp-main.190,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.191,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.193,2020,EMNLP,1,1,4.0,47.04
2020.emnlp-main.194,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.195,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.203,2020,EMNLP,3,1,6.0,45.36
2020.emnlp-main.213,2020,EMNLP,1,1,1.0,65.1299999999999
2020.emnlp-main.215,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.216,2020,EMNLP,2,2,12.0,152.4
2020.emnlp-main.217,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.22,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.226,2020,EMNLP,1,1,160.0,17920.0
2020.emnlp-main.227,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.228,2020,EMNLP,1,1,4.0,48.6
2020.emnlp-main.230,2020,EMNLP,1,1,2.0,22.68
2020.emnlp-main.233,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.235,2020,EMNLP,2,1,2.0,112.0
2020.emnlp-main.238,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.24,2020,EMNLP,1,1,1.0,227.7
2020.emnlp-main.243,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.244,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.246,2020,EMNLP,1,1,1.0,12.15
2020.emnlp-main.248,2020,EMNLP,1,1,1.0,12.15
2020.emnlp-main.251,2020,EMNLP,1,1,1.0,65.1299999999999
2020.emnlp-main.253,2020,EMNLP,1,1,2.0,455.4
2020.emnlp-main.255,2020,EMNLP,1,1,4.0,26.764
2020.emnlp-main.256,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.263,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.264,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.267,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.269,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.271,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.277,2020,EMNLP,2,1,12.0,90.72
2020.emnlp-main.278,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.28,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.285,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.291,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.295,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.296,2020,EMNLP,1,1,4.0,45.36
2020.emnlp-main.297,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.3,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.30,2020,EMNLP,1,1,16.0,1792.0
2020.emnlp-main.301,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.305,2020,EMNLP,1,1,1.0,5.046
2020.emnlp-main.306,2020,EMNLP,2,2,2.0,112.0
2020.emnlp-main.308,2020,EMNLP,1,1,2.0,22.68
2020.emnlp-main.313,2020,EMNLP,1,1,8.0,1000.0
2020.emnlp-main.314,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.316,2020,EMNLP,2,1,2.0,11.34
2020.emnlp-main.32,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.327,2020,EMNLP,3,2,3.0,19.05
2020.emnlp-main.334,2020,EMNLP,2,1,2.0,112.0
2020.emnlp-main.336,2020,EMNLP,1,1,2.0,38.1
2020.emnlp-main.339,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.34,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.343,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.347,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.348,2020,EMNLP,2,1,2.0,12.15
2020.emnlp-main.352,2020,EMNLP,1,1,1.0,6.832
2020.emnlp-main.353,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.358,2020,EMNLP,2,1,9.0,90.72
2020.emnlp-main.359,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.365,2020,EMNLP,1,1,16.0,1792.0
2020.emnlp-main.366,2020,EMNLP,2,1,2.0,112.0
2020.emnlp-main.370,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.371,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.372,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.377,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.378,2020,EMNLP,1,1,8.0,1000.0
2020.emnlp-main.38,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.389,2020,EMNLP,4,3,4.0,32.62
2020.emnlp-main.39,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.390,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.392,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.398,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.399,2020,EMNLP,2,1,2.0,12.15
2020.emnlp-main.40,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.400,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.402,2020,EMNLP,1,1,1.0,624.0
2020.emnlp-main.403,2020,EMNLP,1,1,4.0,76.2
2020.emnlp-main.404,2020,EMNLP,1,1,4.0,26.764
2020.emnlp-main.407,2020,EMNLP,2,2,2.0,12.15
2020.emnlp-main.409,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.41,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.410,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.411,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.412,2020,EMNLP,1,1,4.0,2496.0
2020.emnlp-main.413,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.414,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.415,2020,EMNLP,1,1,8.0,309.6
2020.emnlp-main.419,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.423,2020,EMNLP,1,1,4.0,45.36
2020.emnlp-main.426,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.43,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.434,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.439,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.444,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.445,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.448,2020,EMNLP,1,1,1.0,11.76
2020.emnlp-main.45,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.450,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.453,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.455,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.46,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.462,2020,EMNLP,3,2,4.0,224.0
2020.emnlp-main.463,2020,EMNLP,4,3,25.0,1792.0
2020.emnlp-main.466,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.470,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.471,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.474,2020,EMNLP,1,1,2.0,38.1
2020.emnlp-main.475,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.476,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.482,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.484,2020,EMNLP,1,1,16.0,1792.0
2020.emnlp-main.488,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.492,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.497,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.499,2020,EMNLP,1,1,1.0,12.15
2020.emnlp-main.506,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.507,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.510,2020,EMNLP,1,1,4.0,45.36
2020.emnlp-main.513,2020,EMNLP,1,1,2.0,24.3
2020.emnlp-main.514,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.515,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.517,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.519,2020,EMNLP,2,1,16.0,896.0
2020.emnlp-main.522,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.523,2020,EMNLP,2,1,24.0,1792.0
2020.emnlp-main.526,2020,EMNLP,1,1,64.0,7168.0
2020.emnlp-main.535,2020,EMNLP,1,1,24.0,2688.0
2020.emnlp-main.538,2020,EMNLP,1,1,4.0,2496.0
2020.emnlp-main.544,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.548,2020,EMNLP,2,1,2.0,19.05
2020.emnlp-main.55,2020,EMNLP,1,1,1.0,6.832
2020.emnlp-main.550,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.558,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.56,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.566,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.570,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.573,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.575,2020,EMNLP,1,1,4.0,2496.0
2020.emnlp-main.576,2020,EMNLP,1,1,4.0,76.2
2020.emnlp-main.577,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.580,2020,EMNLP,2,1,20.0,1792.0
2020.emnlp-main.581,2020,EMNLP,3,1,13.0,896.0
2020.emnlp-main.584,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.596,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.597,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.604,2020,EMNLP,2,1,4.0,23.52
2020.emnlp-main.605,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.606,2020,EMNLP,1,1,4.0,32.504
2020.emnlp-main.607,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.609,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.61,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.610,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.619,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.62,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.620,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.621,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.624,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.626,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.63,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.630,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.631,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.632,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.633,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.639,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.644,2020,EMNLP,1,1,2.0,17.746
2020.emnlp-main.646,2020,EMNLP,3,1,3.0,112.0
2020.emnlp-main.65,2020,EMNLP,1,1,1.0,12.15
2020.emnlp-main.653,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.655,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.66,2020,EMNLP,1,1,2.0,224.0
2020.emnlp-main.661,2020,EMNLP,1,1,4.0,448.0
2020.emnlp-main.662,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.664,2020,EMNLP,1,1,1.0,29.8
2020.emnlp-main.672,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.676,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.677,2020,EMNLP,1,1,1.0,8.873
2020.emnlp-main.68,2020,EMNLP,1,1,8.0,1000.0
2020.emnlp-main.687,2020,EMNLP,3,2,8.0,672.0
2020.emnlp-main.688,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.689,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.691,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.692,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.694,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.695,2020,EMNLP,2,2,2.0,11.34
2020.emnlp-main.696,2020,EMNLP,2,2,8.0,65.1299999999999
2020.emnlp-main.698,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.700,2020,EMNLP,2,1,32.0,1792.0
2020.emnlp-main.704,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.707,2020,EMNLP,1,1,8.0,238.4
2020.emnlp-main.708,2020,EMNLP,1,1,8.0,4992.0
2020.emnlp-main.710,2020,EMNLP,1,1,4.0,130.48
2020.emnlp-main.711,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.712,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.713,2020,EMNLP,3,1,80.0,7168.0
2020.emnlp-main.715,2020,EMNLP,2,1,2.0,112.0
2020.emnlp-main.717,2020,EMNLP,1,1,1.0,12.15
2020.emnlp-main.72,2020,EMNLP,1,1,8.0,238.4
2020.emnlp-main.722,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.724,2020,EMNLP,1,1,4.0,45.36
2020.emnlp-main.728,2020,EMNLP,4,2,52.0,1792.0
2020.emnlp-main.731,2020,EMNLP,1,1,1.0,8.126
2020.emnlp-main.734,2020,EMNLP,1,1,4.0,119.2
2020.emnlp-main.735,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.737,2020,EMNLP,1,1,1.0,660.6
2020.emnlp-main.738,2020,EMNLP,1,1,4.0,2496.0
2020.emnlp-main.739,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.740,2020,EMNLP,1,1,1.0,19.05
2020.emnlp-main.744,2020,EMNLP,1,1,1.0,65.1299999999999
2020.emnlp-main.746,2020,EMNLP,1,1,1.0,32.62
2020.emnlp-main.748,2020,EMNLP,1,1,16.0,1792.0
2020.emnlp-main.749,2020,EMNLP,1,1,4.0,130.48
2020.emnlp-main.75,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.750,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.752,2020,EMNLP,1,1,1.0,11.34
2020.emnlp-main.77,2020,EMNLP,3,2,14.0,4992.0
2020.emnlp-main.78,2020,EMNLP,1,1,8.0,94.08
2020.emnlp-main.8,2020,EMNLP,1,1,8.0,896.0
2020.emnlp-main.80,2020,EMNLP,2,2,5.0,448.0
2020.emnlp-main.81,2020,EMNLP,2,1,6.0,76.2
2020.emnlp-main.84,2020,EMNLP,1,1,1.0,6.691
2020.emnlp-main.87,2020,EMNLP,2,1,12.0,896.0
2020.emnlp-main.9,2020,EMNLP,1,1,1.0,112.0
2020.emnlp-main.94,2020,EMNLP,2,1,2.0,29.8
2020.emnlp-main.96,2020,EMNLP,1,1,2.0,38.1
2020.emnlp-main.97,2020,EMNLP,3,1,7.0,260.5199999999996
2020.emnlp-main.98,2020,EMNLP,2,1,8.0,910.8
2020.emnlp-main.99,2020,EMNLP,1,1,4.0,2496.0
2021.acl-long.11,2021,ACL,1,1,8.0,896.0
2021.acl-long.111,2021,ACL,1,1,2.0,17.746
2021.acl-long.114,2021,ACL,1,1,2.0,24.3
2021.acl-long.124,2021,ACL,1,1,1.0,6.691
2021.acl-long.126,2021,ACL,2,2,2.0,32.62
2021.acl-long.130,2021,ACL,1,1,1.0,6.691
2021.acl-long.14,2021,ACL,1,1,1.0,112.0
2021.acl-long.140,2021,ACL,1,1,8.0,896.0
2021.acl-long.143,2021,ACL,1,1,1.0,112.0
2021.acl-long.155,2021,ACL,1,1,1.0,11.34
2021.acl-long.156,2021,ACL,1,1,1.0,19.05
2021.acl-long.157,2021,ACL,1,1,4.0,448.0
2021.acl-long.158,2021,ACL,2,2,3.0,13.382
2021.acl-long.160,2021,ACL,1,1,1.0,112.0
2021.acl-long.162,2021,ACL,1,1,8.0,238.4
2021.acl-long.163,2021,ACL,1,1,1.0,19.05
2021.acl-long.164,2021,ACL,1,1,16.0,1792.0
2021.acl-long.166,2021,ACL,1,1,4.0,448.0
2021.acl-long.167,2021,ACL,1,1,2.0,22.68
2021.acl-long.172,2021,ACL,1,1,1.0,112.0
2021.acl-long.173,2021,ACL,1,1,1.0,112.0
2021.acl-long.177,2021,ACL,1,1,4.0,448.0
2021.acl-long.181,2021,ACL,1,1,32.0,3584.0
2021.acl-long.186,2021,ACL,1,1,6.0,1366.2
2021.acl-long.188,2021,ACL,1,1,1.0,284.0
2021.acl-long.190,2021,ACL,1,1,4.0,448.0
2021.acl-long.196,2021,ACL,1,1,2.0,65.24
2021.acl-long.197,2021,ACL,1,1,1.0,12.15
2021.acl-long.199,2021,ACL,1,1,1.0,6.691
2021.acl-long.20,2021,ACL,1,1,1.0,284.0
2021.acl-long.202,2021,ACL,2,1,96.0,7168.0
2021.acl-long.203,2021,ACL,1,1,1.0,11.34
2021.acl-long.205,2021,ACL,2,2,2.0,284.0
2021.acl-long.206,2021,ACL,1,1,1.0,19.05
2021.acl-long.209,2021,ACL,1,1,1.0,29.8
2021.acl-long.210,2021,ACL,1,1,1.0,65.1299999999999
2021.acl-long.215,2021,ACL,1,1,1.0,284.0
2021.acl-long.217,2021,ACL,1,1,1.0,284.0
2021.acl-long.218,2021,ACL,1,1,1.0,227.7
2021.acl-long.224,2021,ACL,1,1,8.0,65.008
2021.acl-long.225,2021,ACL,1,1,4.0,448.0
2021.acl-long.226,2021,ACL,2,2,2.0,112.0
2021.acl-long.23,2021,ACL,1,1,1.0,11.34
2021.acl-long.231,2021,ACL,1,1,1.0,112.0
2021.acl-long.236,2021,ACL,1,1,8.0,896.0
2021.acl-long.238,2021,ACL,1,1,1.0,19.05
2021.acl-long.240,2021,ACL,2,1,24.0,1792.0
2021.acl-long.243,2021,ACL,2,2,2.0,624.0
2021.acl-long.247,2021,ACL,1,1,1.0,112.0
2021.acl-long.252,2021,ACL,1,1,1.0,112.0
2021.acl-long.253,2021,ACL,1,1,8.0,896.0
2021.acl-long.256,2021,ACL,1,1,1.0,19.05
2021.acl-long.260,2021,ACL,1,1,8.0,94.08
2021.acl-long.262,2021,ACL,1,1,10.0,1120.0
2021.acl-long.264,2021,ACL,1,1,1.0,112.0
2021.acl-long.267,2021,ACL,1,1,4.0,448.0
2021.acl-long.268,2021,ACL,1,1,8.0,896.0
2021.acl-long.27,2021,ACL,1,1,1.0,11.34
2021.acl-long.270,2021,ACL,1,1,1.0,65.1299999999999
2021.acl-long.272,2021,ACL,1,1,1.0,12.15
2021.acl-long.274,2021,ACL,1,1,8.0,896.0
2021.acl-long.276,2021,ACL,1,1,4.0,48.6
2021.acl-long.279,2021,ACL,1,1,1.0,11.34
2021.acl-long.281,2021,ACL,1,1,1.0,12.15
2021.acl-long.282,2021,ACL,1,1,1.0,22.3
2021.acl-long.283,2021,ACL,1,1,8.0,70.984
2021.acl-long.284,2021,ACL,1,1,1.0,112.0
2021.acl-long.287,2021,ACL,1,1,2.0,224.0
2021.acl-long.296,2021,ACL,1,1,1.0,12.15
2021.acl-long.299,2021,ACL,1,1,1.0,112.0
2021.acl-long.30,2021,ACL,2,1,2.0,112.0
2021.acl-long.300,2021,ACL,1,1,1.0,112.0
2021.acl-long.308,2021,ACL,1,1,64.0,7168.0
2021.acl-long.31,2021,ACL,1,1,2.0,224.0
2021.acl-long.311,2021,ACL,1,1,4.0,448.0
2021.acl-long.313,2021,ACL,1,1,1.0,19.05
2021.acl-long.316,2021,ACL,1,1,1.0,112.0
2021.acl-long.318,2021,ACL,2,1,5.0,130.48
2021.acl-long.328,2021,ACL,1,1,8.0,896.0
2021.acl-long.331,2021,ACL,3,1,41.0,3584.0
2021.acl-long.340,2021,ACL,1,1,1.0,8.873
2021.acl-long.344,2021,ACL,1,1,1.0,112.0
2021.acl-long.346,2021,ACL,1,1,1.0,11.34
2021.acl-long.349,2021,ACL,2,2,2.0,6.832
2021.acl-long.351,2021,ACL,1,1,1.0,112.0
2021.acl-long.352,2021,ACL,1,1,1.0,32.62
2021.acl-long.36,2021,ACL,1,1,1.0,11.34
2021.acl-long.367,2021,ACL,1,1,1.0,112.0
2021.acl-long.372,2021,ACL,1,1,1.0,112.0
2021.acl-long.377,2021,ACL,1,1,4.0,1136.0
2021.acl-long.379,2021,ACL,1,1,8.0,896.0
2021.acl-long.381,2021,ACL,3,2,6.0,59.6
2021.acl-long.386,2021,ACL,1,1,1.0,112.0
2021.acl-long.387,2021,ACL,1,1,4.0,45.36
2021.acl-long.389,2021,ACL,1,1,1.0,6.691
2021.acl-long.392,2021,ACL,1,1,1.0,112.0
2021.acl-long.396,2021,ACL,1,1,1.0,11.76
2021.acl-long.398,2021,ACL,1,1,4.0,47.04
2021.acl-long.4,2021,ACL,1,1,2.0,16.252
2021.acl-long.402,2021,ACL,1,1,1.0,32.62
2021.acl-long.409,2021,ACL,1,1,1.0,112.0
2021.acl-long.413,2021,ACL,1,1,4.0,2496.0
2021.acl-long.416,2021,ACL,1,1,2.0,224.0
2021.acl-long.419,2021,ACL,1,1,1.0,112.0
2021.acl-long.42,2021,ACL,1,1,8.0,896.0
2021.acl-long.420,2021,ACL,1,1,16.0,1792.0
2021.acl-long.43,2021,ACL,1,1,8.0,896.0
2021.acl-long.434,2021,ACL,1,1,1.0,12.15
2021.acl-long.435,2021,ACL,1,1,4.0,47.04
2021.acl-long.441,2021,ACL,1,1,1.0,112.0
2021.acl-long.442,2021,ACL,1,1,1.0,112.0
2021.acl-long.444,2021,ACL,2,1,10.0,896.0
