paper_id,year,venue,n_reported_gpu_rows,n_unique_benchmark_gpus,reported_gpu_units,reported_peak_tflops
2022.emnlp-main.824,2022,EMNLP,1,1,1.0,6.691
2022.emnlp-main.827,2022,EMNLP,1,1,8.0,896.0
2022.emnlp-main.83,2022,EMNLP,2,1,9.0,2394.4
2022.emnlp-main.85,2022,EMNLP,1,1,1.0,284.0
2022.emnlp-main.86,2022,EMNLP,1,1,1.0,320.0
2022.emnlp-main.87,2022,EMNLP,1,1,1.0,284.0
2022.emnlp-main.9,2022,EMNLP,1,1,8.0,97.2
2022.emnlp-main.94,2022,EMNLP,1,1,8.0,4992.0
2022.emnlp-main.95,2022,EMNLP,1,1,8.0,4992.0
2022.emnlp-main.96,2022,EMNLP,1,1,4.0,448.0
2022.emnlp-main.98,2022,EMNLP,1,1,1.0,65.1299999999999
2022.emnlp-main.99,2022,EMNLP,1,1,1.0,112.0
2022.naacl-main.101,2022,NAACL,1,1,6.0,195.72
2022.naacl-main.104,2022,NAACL,1,1,1.0,624.0
2022.naacl-main.108,2022,NAACL,1,1,1.0,38.7
2022.naacl-main.109,2022,NAACL,1,1,1.0,284.0
2022.naacl-main.12,2022,NAACL,1,1,1.0,624.0
2022.naacl-main.120,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.125,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.126,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.129,2022,NAACL,2,2,5.0,624.0
2022.naacl-main.130,2022,NAACL,1,1,1.0,284.0
2022.naacl-main.133,2022,NAACL,2,1,3.0,568.0
2022.naacl-main.138,2022,NAACL,1,1,4.0,2496.0
2022.naacl-main.139,2022,NAACL,2,1,16.0,896.0
2022.naacl-main.144,2022,NAACL,1,1,32.0,19968.0
2022.naacl-main.145,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.148,2022,NAACL,1,1,4.0,130.48
2022.naacl-main.149,2022,NAACL,1,1,1.0,6.691
2022.naacl-main.15,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.151,2022,NAACL,1,1,1.0,32.62
2022.naacl-main.159,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.168,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.18,2022,NAACL,1,1,2.0,224.0
2022.naacl-main.180,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.186,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.188,2022,NAACL,1,1,1.0,38.7
2022.naacl-main.191,2022,NAACL,1,1,8.0,2272.0
2022.naacl-main.192,2022,NAACL,1,1,1.0,125.0
2022.naacl-main.193,2022,NAACL,2,2,16.0,4992.0
2022.naacl-main.194,2022,NAACL,2,2,3.0,112.0
2022.naacl-main.200,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.207,2022,NAACL,2,1,5.0,130.48
2022.naacl-main.218,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.223,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.227,2022,NAACL,2,1,9.0,896.0
2022.naacl-main.229,2022,NAACL,1,1,1.0,19.05
2022.naacl-main.23,2022,NAACL,1,1,2.0,22.68
2022.naacl-main.234,2022,NAACL,1,1,1.0,284.0
2022.naacl-main.238,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.25,2022,NAACL,1,1,2.0,22.68
2022.naacl-main.251,2022,NAACL,1,1,8.0,90.72
2022.naacl-main.255,2022,NAACL,1,1,64.0,7168.0
2022.naacl-main.263,2022,NAACL,1,1,1.0,284.0
2022.naacl-main.271,2022,NAACL,1,1,1.0,32.62
2022.naacl-main.272,2022,NAACL,2,2,8.0,2496.0
2022.naacl-main.275,2022,NAACL,1,1,1.0,19.05
2022.naacl-main.279,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.283,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.284,2022,NAACL,1,1,1.0,624.0
2022.naacl-main.289,2022,NAACL,2,1,9.0,896.0
2022.naacl-main.291,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.295,2022,NAACL,1,1,4.0,45.36
2022.naacl-main.3,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.30,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.314,2022,NAACL,1,1,1.0,38.7
2022.naacl-main.316,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.317,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.319,2022,NAACL,2,1,16.0,896.0
2022.naacl-main.322,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.323,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.328,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.331,2022,NAACL,3,3,14.0,90.72
2022.naacl-main.333,2022,NAACL,1,1,4.0,130.48
2022.naacl-main.335,2022,NAACL,1,1,16.0,1792.0
2022.naacl-main.344,2022,NAACL,1,1,1.0,8.873
2022.naacl-main.346,2022,NAACL,2,2,2.0,624.0
2022.naacl-main.350,2022,NAACL,1,1,1.0,11.34
2022.naacl-main.352,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.361,2022,NAACL,2,2,2.0,9.65
2022.naacl-main.364,2022,NAACL,1,1,4.0,2496.0
2022.naacl-main.367,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.384,2022,NAACL,1,1,1.0,624.0
2022.naacl-main.387,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.399,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.408,2022,NAACL,3,2,9.0,154.8
2022.naacl-main.413,2022,NAACL,1,1,1.0,6.691
2022.naacl-main.42,2022,NAACL,1,1,1.0,12.15
2022.naacl-main.44,2022,NAACL,2,1,72.0,7168.0
2022.naacl-main.55,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.58,2022,NAACL,2,1,64.0,3584.0
2022.naacl-main.6,2022,NAACL,1,1,1.0,6.691
2022.naacl-main.61,2022,NAACL,4,1,18.0,4992.0
2022.naacl-main.66,2022,NAACL,1,1,1.0,11.34
2022.naacl-main.67,2022,NAACL,1,1,1.0,112.0
2022.naacl-main.68,2022,NAACL,1,1,8.0,896.0
2022.naacl-main.9,2022,NAACL,1,1,1.0,11.34
2022.naacl-main.93,2022,NAACL,1,1,1.0,624.0
2022.naacl-main.94,2022,NAACL,1,1,4.0,448.0
2022.naacl-main.97,2022,NAACL,1,1,8.0,896.0
2023.acl-long.1,2023,ACL,1,1,1.0,112.0
2023.acl-long.10,2023,ACL,1,1,1.0,112.0
2023.acl-long.102,2023,ACL,1,1,1.0,32.62
2023.acl-long.103,2023,ACL,2,1,2.0,11.76
2023.acl-long.11,2023,ACL,1,1,1.0,284.0
2023.acl-long.110,2023,ACL,1,1,8.0,260.96
2023.acl-long.112,2023,ACL,1,1,1.0,32.62
2023.acl-long.115,2023,ACL,1,1,1.0,19.05
2023.acl-long.118,2023,ACL,1,1,16.0,4788.8
2023.acl-long.12,2023,ACL,1,1,1.0,624.0
2023.acl-long.120,2023,ACL,1,1,1.0,29.8
2023.acl-long.124,2023,ACL,1,1,1.0,299.3
2023.acl-long.125,2023,ACL,3,2,20.0,4992.0
2023.acl-long.128,2023,ACL,1,1,1.0,112.0
2023.acl-long.13,2023,ACL,1,1,1.0,624.0
2023.acl-long.132,2023,ACL,2,2,16.0,4992.0
2023.acl-long.134,2023,ACL,3,1,97.0,1219.2
2023.acl-long.136,2023,ACL,1,1,1.0,624.0
2023.acl-long.140,2023,ACL,1,1,8.0,260.96
2023.acl-long.143,2023,ACL,2,1,8.0,76.2
2023.acl-long.148,2023,ACL,1,1,8.0,896.0
2023.acl-long.15,2023,ACL,1,1,1.0,624.0
2023.acl-long.154,2023,ACL,2,1,40.0,3584.0
2023.acl-long.155,2023,ACL,1,1,1.0,284.0
2023.acl-long.156,2023,ACL,2,2,2.0,112.0
2023.acl-long.159,2023,ACL,1,1,1.0,27.77
2023.acl-long.16,2023,ACL,1,1,8.0,4992.0
2023.acl-long.160,2023,ACL,2,1,20.0,1792.0
2023.acl-long.162,2023,ACL,1,1,1.0,112.0
2023.acl-long.165,2023,ACL,2,1,9.0,896.0
2023.acl-long.17,2023,ACL,2,1,8.0,448.0
2023.acl-long.170,2023,ACL,2,1,2.0,624.0
2023.acl-long.177,2023,ACL,1,1,1.0,624.0
2023.acl-long.178,2023,ACL,1,1,4.0,448.0
2023.acl-long.179,2023,ACL,1,1,4.0,448.0
2023.acl-long.18,2023,ACL,2,2,5.0,448.0
2023.acl-long.180,2023,ACL,1,1,1.0,112.0
2023.acl-long.182,2023,ACL,1,1,1.0,112.0
2023.acl-long.183,2023,ACL,1,1,8.0,4992.0
2023.acl-long.184,2023,ACL,1,1,4.0,448.0
2023.acl-long.185,2023,ACL,1,1,1.0,32.62
2023.acl-long.189,2023,ACL,1,1,1.0,32.62
2023.acl-long.19,2023,ACL,1,1,1.0,284.0
2023.acl-long.191,2023,ACL,2,1,16.0,896.0
2023.acl-long.193,2023,ACL,1,1,8.0,896.0
2023.acl-long.195,2023,ACL,1,1,8.0,896.0
2023.acl-long.197,2023,ACL,1,1,1.0,112.0
2023.acl-long.198,2023,ACL,2,1,5.0,448.0
2023.acl-long.200,2023,ACL,2,1,9.0,896.0
2023.acl-long.203,2023,ACL,1,1,4.0,2496.0
2023.acl-long.207,2023,ACL,1,1,2.0,38.1
2023.acl-long.208,2023,ACL,1,1,8.0,2560.0
2023.acl-long.209,2023,ACL,1,1,1.0,284.0
2023.acl-long.210,2023,ACL,1,1,1.0,32.62
2023.acl-long.212,2023,ACL,1,1,8.0,896.0
2023.acl-long.213,2023,ACL,2,2,2.0,624.0
2023.acl-long.215,2023,ACL,1,1,1.0,284.0
2023.acl-long.217,2023,ACL,1,1,1.0,19.05
2023.acl-long.218,2023,ACL,1,1,4.0,1136.0
2023.acl-long.220,2023,ACL,1,1,1.0,624.0
2023.acl-long.224,2023,ACL,1,1,8.0,4992.0
2023.acl-long.226,2023,ACL,1,1,1.0,284.0
2023.acl-long.227,2023,ACL,2,2,2.0,320.0
2023.acl-long.233,2023,ACL,1,1,1.0,38.7
2023.acl-long.235,2023,ACL,2,2,16.0,896.0
2023.acl-long.237,2023,ACL,1,1,1.0,284.0
2023.acl-long.238,2023,ACL,1,1,1.0,624.0
2023.acl-long.239,2023,ACL,1,1,8.0,309.6
2023.acl-long.24,2023,ACL,1,1,1.0,299.3
2023.acl-long.240,2023,ACL,1,1,1.0,284.0
2023.acl-long.241,2023,ACL,2,2,2.0,250.0
2023.acl-long.242,2023,ACL,2,2,2.0,38.7
2023.acl-long.243,2023,ACL,2,1,16.0,896.0
2023.acl-long.245,2023,ACL,1,1,8.0,4992.0
2023.acl-long.247,2023,ACL,1,1,1.0,38.7
2023.acl-long.248,2023,ACL,2,1,5.0,2496.0
2023.acl-long.249,2023,ACL,2,1,9.0,4992.0
2023.acl-long.250,2023,ACL,1,1,1.0,112.0
2023.acl-long.251,2023,ACL,1,1,4.0,448.0
2023.acl-long.252,2023,ACL,1,1,1.0,112.0
2023.acl-long.253,2023,ACL,1,1,1.0,624.0
2023.acl-long.255,2023,ACL,1,1,1.0,284.0
2023.acl-long.256,2023,ACL,1,1,8.0,4992.0
2023.acl-long.257,2023,ACL,2,2,5.0,284.0
2023.acl-long.258,2023,ACL,1,1,8.0,4992.0
2023.acl-long.259,2023,ACL,1,1,4.0,448.0
2023.acl-long.26,2023,ACL,2,1,2.0,29.8
2023.acl-long.260,2023,ACL,1,1,1.0,299.3
2023.acl-long.261,2023,ACL,1,1,1.0,112.0
2023.acl-long.262,2023,ACL,4,2,4.0,112.0
2023.acl-long.263,2023,ACL,1,1,1.0,624.0
2023.acl-long.267,2023,ACL,1,1,64.0,7168.0
2023.acl-long.269,2023,ACL,1,1,3.0,897.9
2023.acl-long.27,2023,ACL,2,1,2.0,27.77
2023.acl-long.270,2023,ACL,2,2,5.0,624.0
2023.acl-long.271,2023,ACL,1,1,16.0,1792.0
2023.acl-long.272,2023,ACL,1,1,1.0,112.0
2023.acl-long.273,2023,ACL,1,1,1.0,284.0
2023.acl-long.274,2023,ACL,1,1,1.0,624.0
2023.acl-long.275,2023,ACL,2,1,16.0,896.0
2023.acl-long.277,2023,ACL,1,1,1.0,624.0
2023.acl-long.278,2023,ACL,2,1,2.0,284.0
2023.acl-long.281,2023,ACL,1,1,1.0,284.0
2023.acl-long.282,2023,ACL,2,1,2.0,32.62
2023.acl-long.283,2023,ACL,1,1,8.0,4992.0
2023.acl-long.285,2023,ACL,1,1,1.0,32.62
2023.acl-long.288,2023,ACL,1,1,8.0,4992.0
2023.acl-long.289,2023,ACL,1,1,1.0,112.0
2023.acl-long.29,2023,ACL,3,2,5.0,1872.0
2023.acl-long.295,2023,ACL,1,1,8.0,896.0
2023.acl-long.296,2023,ACL,1,1,1.0,112.0
2023.acl-long.298,2023,ACL,1,1,4.0,45.36
2023.acl-long.299,2023,ACL,1,1,1.0,112.0
2023.acl-long.300,2023,ACL,2,1,5.0,130.48
2023.acl-long.302,2023,ACL,1,1,1.0,38.7
2023.acl-long.305,2023,ACL,1,1,1.0,29.77
2023.acl-long.31,2023,ACL,1,1,8.0,2394.4
2023.acl-long.311,2023,ACL,1,1,1.0,112.0
2023.acl-long.314,2023,ACL,1,1,1.0,112.0
2023.acl-long.315,2023,ACL,1,1,8.0,4992.0
2023.acl-long.317,2023,ACL,1,1,16.0,1792.0
2023.acl-long.319,2023,ACL,1,1,1.0,11.34
2023.acl-long.32,2023,ACL,3,2,4.0,1248.0
2023.acl-long.322,2023,ACL,1,1,1.0,38.7
2023.acl-long.325,2023,ACL,1,1,1.0,284.0
2023.acl-long.327,2023,ACL,1,1,8.0,2272.0
2023.acl-long.328,2023,ACL,1,1,1.0,284.0
2023.acl-long.330,2023,ACL,1,1,1.0,112.0
2023.acl-long.334,2023,ACL,1,1,1.0,112.0
2023.acl-long.336,2023,ACL,1,1,32.0,19968.0
2023.acl-long.337,2023,ACL,1,1,1.0,624.0
2023.acl-long.340,2023,ACL,1,1,4.0,76.2
2023.acl-long.342,2023,ACL,1,1,1.0,32.62
2023.acl-long.345,2023,ACL,1,1,1.0,624.0
2023.acl-long.347,2023,ACL,1,1,8.0,4992.0
2023.acl-long.348,2023,ACL,2,1,5.0,154.8
2023.acl-long.351,2023,ACL,2,2,16.0,4992.0
2023.acl-long.353,2023,ACL,1,1,2.0,59.54
2023.acl-long.356,2023,ACL,1,1,1.0,284.0
2023.acl-long.357,2023,ACL,1,1,1.0,284.0
2023.acl-long.360,2023,ACL,1,1,8.0,4992.0
2023.acl-long.363,2023,ACL,1,1,1.0,284.0
2023.acl-long.364,2023,ACL,1,1,8.0,896.0
2023.acl-long.365,2023,ACL,1,1,2.0,224.0
2023.acl-long.366,2023,ACL,1,1,8.0,896.0
2023.acl-long.367,2023,ACL,1,1,1.0,32.62
2023.acl-long.368,2023,ACL,2,1,2.0,38.7
2023.acl-long.369,2023,ACL,1,1,1.0,284.0
2023.acl-long.371,2023,ACL,2,1,2.0,112.0
2023.acl-long.374,2023,ACL,1,1,1.0,284.0
2023.acl-long.376,2023,ACL,2,2,9.0,896.0
2023.acl-long.377,2023,ACL,3,3,3.0,624.0
2023.acl-long.379,2023,ACL,1,1,1.0,284.0
2023.acl-long.38,2023,ACL,2,1,12.0,896.0
2023.acl-long.380,2023,ACL,1,1,1.0,284.0
2023.acl-long.382,2023,ACL,1,1,1.0,112.0
2023.acl-long.383,2023,ACL,2,2,5.0,2496.0
2023.acl-long.384,2023,ACL,1,1,1.0,112.0
2023.acl-long.387,2023,ACL,7,1,16.0,154.8
2023.acl-long.388,2023,ACL,1,1,64.0,39936.0
2023.acl-long.389,2023,ACL,1,1,1.0,624.0
2023.acl-long.391,2023,ACL,1,1,2.0,224.0
2023.acl-long.393,2023,ACL,1,1,4.0,35.492
2023.acl-long.394,2023,ACL,1,1,1.0,284.0
2023.acl-long.395,2023,ACL,1,1,8.0,222.16
2023.acl-long.397,2023,ACL,1,1,4.0,1136.0
2023.acl-long.399,2023,ACL,1,1,4.0,2496.0
2023.acl-long.40,2023,ACL,1,1,1.0,624.0
2023.acl-long.401,2023,ACL,3,3,16.0,448.0
2023.acl-long.402,2023,ACL,2,1,19.0,11232.0
2023.acl-long.403,2023,ACL,1,1,1.0,112.0
2023.acl-long.404,2023,ACL,1,1,1.0,11.34
2023.acl-long.405,2023,ACL,1,1,8.0,4992.0
2023.acl-long.406,2023,ACL,1,1,1.0,38.7
2023.acl-long.407,2023,ACL,1,1,2.0,598.6
2023.acl-long.408,2023,ACL,1,1,1.0,624.0
2023.acl-long.41,2023,ACL,1,1,8.0,4992.0
2023.acl-long.410,2023,ACL,1,1,1.0,624.0
2023.acl-long.415,2023,ACL,1,1,4.0,2496.0
2023.acl-long.416,2023,ACL,1,1,1.0,112.0
2023.acl-long.417,2023,ACL,1,1,8.0,4992.0
2023.acl-long.418,2023,ACL,1,1,1.0,624.0
2023.acl-long.42,2023,ACL,1,1,1.0,624.0
2023.acl-long.421,2023,ACL,1,1,1.0,284.0
2023.acl-long.423,2023,ACL,1,1,1.0,112.0
2023.acl-long.424,2023,ACL,1,1,4.0,448.0
2023.acl-long.426,2023,ACL,2,2,2.0,624.0
2023.acl-long.428,2023,ACL,1,1,8.0,896.0
2023.acl-long.43,2023,ACL,1,1,2.0,224.0
2023.acl-long.431,2023,ACL,1,1,1.0,11.76
2023.acl-long.433,2023,ACL,1,1,1.0,29.8
2023.acl-long.434,2023,ACL,1,1,1.0,19.05
2023.acl-long.436,2023,ACL,1,1,4.0,1136.0
2023.acl-long.438,2023,ACL,1,1,8.0,4992.0
2023.acl-long.439,2023,ACL,1,1,1.0,284.0
2023.acl-long.44,2023,ACL,4,1,24.0,4992.0
2023.acl-long.445,2023,ACL,3,2,4.0,224.0
2023.acl-long.446,2023,ACL,1,1,4.0,154.8
2023.acl-long.447,2023,ACL,2,1,2.0,38.7
2023.acl-long.448,2023,ACL,1,1,4.0,1136.0
2023.acl-long.449,2023,ACL,1,1,2.0,1248.0
2023.acl-long.45,2023,ACL,2,2,5.0,448.0
2023.acl-long.450,2023,ACL,2,1,2.0,11.34
2023.acl-long.451,2023,ACL,1,1,1.0,284.0
2023.acl-long.452,2023,ACL,3,2,3.0,284.0
2023.acl-long.453,2023,ACL,1,1,1.0,624.0
2023.acl-long.458,2023,ACL,1,1,2.0,65.24
2023.acl-long.461,2023,ACL,1,1,1.0,624.0
2023.acl-long.462,2023,ACL,1,1,1.0,299.3
2023.acl-long.464,2023,ACL,1,1,4.0,2496.0
2023.acl-long.466,2023,ACL,3,1,5.0,55.54
2023.acl-long.467,2023,ACL,1,1,8.0,4992.0
2023.acl-long.468,2023,ACL,1,1,2.0,598.6
2023.acl-long.470,2023,ACL,1,1,1.0,112.0
2023.acl-long.472,2023,ACL,1,1,1.0,624.0
2023.acl-long.473,2023,ACL,1,1,1.0,624.0
2023.acl-long.475,2023,ACL,1,1,3.0,852.0
2023.acl-long.476,2023,ACL,1,1,1.0,284.0
2023.acl-long.478,2023,ACL,1,1,8.0,260.96
2023.acl-long.479,2023,ACL,1,1,6.0,672.0
2023.acl-long.481,2023,ACL,3,1,7.0,336.0
2023.acl-long.483,2023,ACL,2,1,2.0,624.0
2023.acl-long.485,2023,ACL,1,1,2.0,250.0
2023.acl-long.486,2023,ACL,1,1,1.0,624.0
2023.acl-long.487,2023,ACL,1,1,5.0,325.6499999999995
2023.acl-long.492,2023,ACL,2,2,2.0,624.0
2023.acl-long.493,2023,ACL,1,1,8.0,896.0
2023.acl-long.495,2023,ACL,1,1,1.0,112.0
2023.acl-long.496,2023,ACL,3,1,9.0,448.0
2023.acl-long.498,2023,ACL,1,1,1.0,112.0
2023.acl-long.50,2023,ACL,1,1,1.0,32.62
2023.acl-long.500,2023,ACL,1,1,1.0,284.0
2023.acl-long.502,2023,ACL,1,1,1.0,112.0
2023.acl-long.504,2023,ACL,1,1,4.0,448.0
2023.acl-long.506,2023,ACL,2,1,5.0,2496.0
2023.acl-long.509,2023,ACL,1,1,1.0,284.0
2023.acl-long.510,2023,ACL,2,1,16.0,896.0
2023.acl-long.512,2023,ACL,1,1,6.0,232.2
2023.acl-long.514,2023,ACL,1,1,2.0,22.68
2023.acl-long.515,2023,ACL,1,1,1.0,284.0
2023.acl-long.517,2023,ACL,1,1,1.0,32.62
2023.acl-long.518,2023,ACL,1,1,4.0,1280.0
2023.acl-long.519,2023,ACL,1,1,1.0,624.0
2023.acl-long.520,2023,ACL,1,1,1.0,38.7
2023.acl-long.527,2023,ACL,1,1,8.0,4992.0
2023.acl-long.53,2023,ACL,1,1,1.0,22.3
2023.acl-long.531,2023,ACL,1,1,1.0,27.77
2023.acl-long.532,2023,ACL,1,1,1.0,21.22
2023.acl-long.533,2023,ACL,1,1,8.0,4992.0
2023.acl-long.535,2023,ACL,1,1,1.0,38.7
2023.acl-long.536,2023,ACL,1,1,1.0,299.3
2023.acl-long.537,2023,ACL,1,1,1.0,624.0
2023.acl-long.538,2023,ACL,1,1,1.0,284.0
2023.acl-long.539,2023,ACL,1,1,1.0,624.0
2023.acl-long.54,2023,ACL,1,1,1.0,19.05
2023.acl-long.540,2023,ACL,1,1,1.0,112.0
2023.acl-long.542,2023,ACL,1,1,4.0,154.8
2023.acl-long.544,2023,ACL,1,1,1.0,112.0
2023.acl-long.546,2023,ACL,1,1,1.0,112.0
2023.acl-long.551,2023,ACL,1,1,1.0,112.0
2023.acl-long.553,2023,ACL,1,1,4.0,448.0
2023.acl-long.556,2023,ACL,1,1,1.0,8.126
2023.acl-long.56,2023,ACL,1,1,2.0,568.0
2023.acl-long.561,2023,ACL,1,1,4.0,1197.2
2023.acl-long.563,2023,ACL,1,1,1.0,32.62
2023.acl-long.565,2023,ACL,1,1,1.0,32.62
2023.acl-long.567,2023,ACL,1,1,1.0,624.0
2023.acl-long.569,2023,ACL,1,1,4.0,130.48
2023.acl-long.570,2023,ACL,1,1,8.0,896.0
2023.acl-long.572,2023,ACL,2,1,3.0,640.0
2023.acl-long.575,2023,ACL,1,1,1.0,284.0
2023.acl-long.576,2023,ACL,3,2,10.0,4992.0
2023.acl-long.577,2023,ACL,2,1,5.0,2496.0
2023.acl-long.578,2023,ACL,1,1,1.0,11.34
2023.acl-long.583,2023,ACL,2,2,4.0,598.6
2023.acl-long.585,2023,ACL,1,1,1.0,284.0
2023.acl-long.587,2023,ACL,1,1,1.0,624.0
2023.acl-long.592,2023,ACL,1,1,1.0,299.3
2023.acl-long.593,2023,ACL,1,1,4.0,2496.0
2023.acl-long.594,2023,ACL,2,1,2.0,112.0
2023.acl-long.595,2023,ACL,1,1,1.0,284.0
2023.acl-long.596,2023,ACL,3,1,3.0,624.0
2023.acl-long.599,2023,ACL,1,1,4.0,448.0
2023.acl-long.6,2023,ACL,1,1,8.0,4992.0
2023.acl-long.60,2023,ACL,2,1,160.0,14336.0
2023.acl-long.600,2023,ACL,1,1,8.0,4992.0
2023.acl-long.601,2023,ACL,1,1,2.0,1248.0
2023.acl-long.603,2023,ACL,1,1,1.0,11.76
2023.acl-long.605,2023,ACL,1,1,1.0,38.7
2023.acl-long.606,2023,ACL,1,1,1.0,112.0
2023.acl-long.607,2023,ACL,1,1,1.0,299.3
2023.acl-long.608,2023,ACL,1,1,1.0,112.0
2023.acl-long.61,2023,ACL,1,1,8.0,309.6
2023.acl-long.614,2023,ACL,2,1,20.0,7488.0
2023.acl-long.615,2023,ACL,1,1,8.0,309.6
2023.acl-long.618,2023,ACL,1,1,8.0,4992.0
2023.acl-long.62,2023,ACL,1,1,1.0,284.0
2023.acl-long.621,2023,ACL,1,1,2.0,1248.0
2023.acl-long.623,2023,ACL,1,1,1.0,284.0
2023.acl-long.624,2023,ACL,1,1,2.0,77.4
2023.acl-long.625,2023,ACL,1,1,1.0,284.0
2023.acl-long.627,2023,ACL,1,1,1.0,284.0
2023.acl-long.628,2023,ACL,1,1,1.0,112.0
2023.acl-long.63,2023,ACL,1,1,8.0,4992.0
2023.acl-long.630,2023,ACL,1,1,4.0,154.8
2023.acl-long.634,2023,ACL,2,2,6.0,568.0
2023.acl-long.636,2023,ACL,1,1,3.0,852.0
2023.acl-long.637,2023,ACL,1,1,1.0,284.0
2023.acl-long.639,2023,ACL,1,1,8.0,896.0
2023.acl-long.640,2023,ACL,1,1,1.0,284.0
2023.acl-long.641,2023,ACL,1,1,8.0,4992.0
2023.acl-long.642,2023,ACL,2,2,8.0,2496.0
2023.acl-long.643,2023,ACL,1,1,4.0,2496.0
2023.acl-long.644,2023,ACL,1,1,4.0,2496.0
2023.acl-long.645,2023,ACL,1,1,8.0,896.0
2023.acl-long.646,2023,ACL,2,2,5.0,2496.0
2023.acl-long.647,2023,ACL,1,1,32.0,3584.0
2023.acl-long.649,2023,ACL,1,1,4.0,448.0
2023.acl-long.65,2023,ACL,1,1,1.0,38.7
2023.acl-long.653,2023,ACL,2,2,9.0,4992.0
2023.acl-long.656,2023,ACL,1,1,16.0,4788.8
2023.acl-long.657,2023,ACL,1,1,1.0,112.0
2023.acl-long.658,2023,ACL,2,2,2.0,32.62
2023.acl-long.66,2023,ACL,1,1,1.0,624.0
2023.acl-long.661,2023,ACL,1,1,1.0,112.0
2023.acl-long.662,2023,ACL,2,1,2.0,624.0
2023.acl-long.663,2023,ACL,2,1,33.0,19968.0
2023.acl-long.665,2023,ACL,1,1,1.0,12.15
2023.acl-long.666,2023,ACL,1,1,1.0,284.0
2023.acl-long.67,2023,ACL,1,1,1.0,11.34
2023.acl-long.670,2023,ACL,1,1,4.0,500.0
2023.acl-long.671,2023,ACL,2,2,5.0,2496.0
2023.acl-long.676,2023,ACL,1,1,1.0,624.0
2023.acl-long.677,2023,ACL,1,1,2.0,568.0
2023.acl-long.678,2023,ACL,6,1,16.0,193.5
2023.acl-long.679,2023,ACL,1,1,1.0,112.0
2023.acl-long.680,2023,ACL,1,1,1.0,284.0
2023.acl-long.681,2023,ACL,2,1,2.0,284.0
2023.acl-long.682,2023,ACL,2,2,6.0,224.0
2023.acl-long.683,2023,ACL,1,1,1.0,112.0
2023.acl-long.684,2023,ACL,1,1,1.0,32.62
2023.acl-long.686,2023,ACL,1,1,1.0,112.0
2023.acl-long.687,2023,ACL,2,2,2.0,624.0
2023.acl-long.688,2023,ACL,1,1,8.0,4992.0
2023.acl-long.69,2023,ACL,1,1,4.0,448.0
2023.acl-long.692,2023,ACL,1,1,1.0,624.0
2023.acl-long.695,2023,ACL,3,1,48.0,9984.0
2023.acl-long.696,2023,ACL,1,1,1.0,112.0
2023.acl-long.698,2023,ACL,1,1,1.0,284.0
2023.acl-long.699,2023,ACL,1,1,5.0,56.7
2023.acl-long.70,2023,ACL,2,1,9.0,896.0
2023.acl-long.700,2023,ACL,1,1,1.0,38.7
2023.acl-long.701,2023,ACL,1,1,1.0,624.0
2023.acl-long.702,2023,ACL,1,1,1.0,284.0
2023.acl-long.704,2023,ACL,1,1,1.0,624.0
2023.acl-long.706,2023,ACL,2,1,40.0,3584.0
2023.acl-long.707,2023,ACL,1,1,1.0,660.6
2023.acl-long.708,2023,ACL,1,1,32.0,3584.0
2023.acl-long.709,2023,ACL,1,1,1.0,112.0
2023.acl-long.71,2023,ACL,1,1,1.0,112.0
2023.acl-long.713,2023,ACL,1,1,8.0,4992.0
2023.acl-long.715,2023,ACL,1,1,1.0,284.0
2023.acl-long.718,2023,ACL,2,1,20.0,9984.0
2023.acl-long.720,2023,ACL,5,1,14.0,260.5199999999996
2023.acl-long.721,2023,ACL,3,3,6.0,2496.0
2023.acl-long.722,2023,ACL,2,1,12.0,4992.0
2023.acl-long.723,2023,ACL,2,1,2.0,38.7
2023.acl-long.725,2023,ACL,1,1,1.0,38.7
2023.acl-long.727,2023,ACL,1,1,1.0,284.0
